9000002005|TowerC|3967|2047|Yes
9000004557|TowerB|4467|2977|No
9000003841|TowerC|3961|2106|No
9000001799|TowerD|1872|1417|Yes
9000000572|TowerD|1028|3104|Yes
9000004203|TowerE|4958|2827|Yes
9000003868|TowerC|4285|3857|Yes
9000004077|TowerA|2036|2753|No
9000000983|TowerA|3622|4884|No
9000004566|TowerB|1464|439|No
9000001699|TowerB|3761|752|No
9000002840|TowerC|2009|3547|No
9000003582|TowerE|4539|1865|Yes
9000004895|TowerB|2741|368|Yes
9000002080|TowerE|4652|2040|No
9000004873|TowerD|2677|294|No
9000002777|TowerD|1759|4740|No
9000004420|TowerC|3051|221|Yes
9000003941|TowerB|497|2403|No
9000000964|TowerC|912|2671|Yes
9000003741|TowerA|266|3843|No
9000000836|TowerE|4636|1892|No
9000001937|TowerB|4360|4384|No
9000004478|TowerA|1379|2339|Yes
9000004523|TowerA|2273|451|No
9000002176|TowerA|2770|4579|Yes
9000001909|TowerC|4596|465|Yes
9000000669|TowerA|3684|4419|Yes
9000002152|TowerD|2228|1304|No
9000000804|TowerD|3094|4270|Yes
9000004083|TowerC|2937|995|No
9000004710|TowerD|2572|548|No
9000003166|TowerC|120|1635|No
9000002077|TowerA|2158|2805|Yes
9000003101|TowerD|918|178|Yes
9000002079|TowerA|673|510|No
9000000756|TowerB|2183|656|No
9000002524|TowerC|1622|324|Yes
9000000991|TowerE|4470|2139|No
9000000675|TowerE|1847|2378|Yes
9000000931|TowerE|3260|2228|Yes
9000000958|TowerA|1539|826|No
9000002180|TowerD|4826|1764|No
9000004627|TowerE|1458|2946|No
9000004611|TowerE|513|3426|Yes
9000003774|TowerD|1771|2118|Yes
9000002546|TowerC|1493|3094|Yes
9000001969|TowerA|262|4070|No
9000000400|TowerE|2005|660|No
9000002809|TowerB|4636|4330|No
9000004406|TowerD|4858|2960|No
9000002691|TowerD|2468|1741|No
9000001886|TowerE|3103|2180|Yes
9000001003|TowerC|3145|4305|No
9000004607|TowerD|3202|2563|No
9000003816|TowerE|1657|4935|No
9000002196|TowerC|4749|1815|No
9000000677|TowerB|2582|1045|No
9000003627|TowerA|1636|4681|No
9000003480|TowerB|3841|4128|No
9000002700|TowerB|489|842|Yes
9000001447|TowerD|1160|4038|Yes
9000001226|TowerE|2677|2968|No
9000001687|TowerE|2013|3604|Yes
9000003864|TowerA|13|467|Yes
9000001476|TowerA|4775|1378|No
9000002458|TowerD|1080|3199|No
9000004448|TowerA|4999|1671|Yes
9000003764|TowerD|3270|3602|Yes
9000002041|TowerD|1447|1358|No
9000001611|TowerD|2340|3716|No
9000003639|TowerE|3980|1949|Yes
9000004565|TowerA|3734|374|Yes
9000004492|TowerB|4862|4358|No
9000004208|TowerC|2131|234|Yes
9000000334|TowerB|3799|2945|Yes
9000001830|TowerD|4874|954|No
9000000958|TowerE|4736|3485|No
9000001371|TowerA|250|3194|Yes
9000001427|TowerC|3177|2085|Yes
9000003379|TowerD|1484|3146|No
9000004406|TowerB|147|169|Yes
9000001060|TowerC|2063|3036|No
9000002840|TowerD|2414|323|No
9000002603|TowerA|724|3578|No
9000000657|TowerD|1674|579|Yes
9000004141|TowerA|434|4596|Yes
9000003117|TowerB|2787|4130|No
9000004419|TowerB|2009|3353|No
9000002189|TowerD|2874|4072|No
9000003848|TowerB|1436|3163|Yes
9000003069|TowerC|526|3842|No
9000003711|TowerC|4800|3994|No
9000001739|TowerB|3293|1854|Yes
9000002483|TowerB|4531|711|No
9000001538|TowerD|2534|2987|Yes
9000000731|TowerC|469|4024|Yes
9000001236|TowerC|3198|692|Yes
9000000290|TowerC|3441|3104|No
9000002059|TowerC|3950|4224|Yes
9000001664|TowerD|2299|4469|Yes
9000004600|TowerE|4912|4619|No
9000003775|TowerB|1250|1465|No
9000004354|TowerE|1730|3533|Yes
9000001356|TowerE|3811|1176|Yes
9000000439|TowerB|4198|960|No
9000000798|TowerC|4878|2193|No
9000003957|TowerC|1725|2705|No
9000001332|TowerB|1575|3892|No
9000001584|TowerC|185|838|No
9000002713|TowerA|844|1378|No
9000000848|TowerB|1433|4180|No
9000004180|TowerE|1309|4474|Yes
9000004792|TowerB|3006|642|No
9000001422|TowerB|482|3922|Yes
9000003578|TowerA|517|3334|Yes
9000004187|TowerC|1082|1619|Yes
9000003773|TowerB|3556|4822|No
9000004322|TowerC|118|1629|No
9000001734|TowerD|4694|672|No
9000003300|TowerC|1015|2439|Yes
9000001660|TowerE|4292|958|Yes
9000002959|TowerE|4886|2782|No
9000003820|TowerB|2056|3771|Yes
9000001337|TowerC|4606|1710|No
9000003970|TowerA|1115|4247|Yes
9000004265|TowerE|1816|1908|Yes
9000002697|TowerE|266|4390|No
9000002701|TowerE|4442|3572|Yes
9000002435|TowerA|2743|2891|No
9000000962|TowerE|1831|1506|Yes
9000004712|TowerA|3949|594|No
9000003634|TowerC|903|1627|Yes
9000002424|TowerB|376|2279|Yes
9000002863|TowerC|2798|1315|No
9000004897|TowerD|3938|2931|No
9000000148|TowerD|430|3545|Yes
